SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,TARGET
100767,Cash loans,M,N,Y,0,157500.0,808650.0,0
100768,Cash loans,M,Y,N,0,112500.0,277969.5,0
100769,Cash loans,M,N,Y,2,247500.0,805500.0,0
100771,Cash loans,M,N,Y,1,288000.0,1971072.0,0
100773,Cash loans,F,N,Y,0,112500.0,254700.0,0
100774,Cash loans,F,N,Y,0,90000.0,675000.0,0
100775,Cash loans,M,Y,N,0,112500.0,351000.0,0
100776,Cash loans,F,N,Y,0,225000.0,1096020.0,0
100778,Cash loans,M,Y,Y,0,202500.0,1006920.0,0
100779,Cash loans,F,N,Y,0,135000.0,1125000.0,0
100780,Cash loans,F,N,N,0,112500.0,679500.0,0
100781,Cash loans,M,Y,Y,0,405000.0,1327648.5,0
100782,Cash loans,M,N,N,0,225000.0,1017000.0,0
100783,Revolving loans,M,N,Y,0,135000.0,180000.0,0
100784,Cash loans,F,N,Y,0,54000.0,1885500.0,1
100785,Cash loans,F,Y,N,0,67500.0,293535.0,0
100786,Cash loans,F,N,N,0,270000.0,265851.0,0
100787,Cash loans,M,Y,N,0,270000.0,675000.0,0
100788,Cash loans,F,N,N,0,112500.0,450000.0,0
100789,Cash loans,F,N,Y,0,112500.0,813195.0,0
100790,Cash loans,M,Y,N,0,157500.0,339948.0,0
100793,Cash loans,F,N,Y,0,126000.0,808650.0,0
100794,Cash loans,F,N,Y,0,49500.0,431280.0,0
100795,Cash loans,M,Y,Y,1,180000.0,963000.0,0
100796,Cash loans,F,N,Y,0,405000.0,413235.0,1
100798,Cash loans,M,N,Y,0,81000.0,454500.0,0
100799,Cash loans,F,Y,Y,0,103500.0,886090.5,0
100800,Cash loans,F,N,Y,0,126000.0,698517.0,0
100801,Cash loans,F,N,Y,0,112500.0,223884.0,0
100802,Cash loans,F,N,Y,0,76500.0,499261.5,0
100803,Cash loans,F,N,Y,0,135000.0,679500.0,0
100804,Cash loans,F,N,Y,2,157500.0,407727.0,0
100805,Cash loans,M,Y,N,0,270000.0,1098000.0,0
100806,Cash loans,F,N,Y,0,247500.0,654498.0,0
100807,Cash loans,M,Y,Y,2,180000.0,675000.0,0
100808,Cash loans,F,N,Y,2,135000.0,640080.0,1
100809,Cash loans,F,N,Y,0,112500.0,95940.0,0
100810,Revolving loans,M,Y,Y,2,540000.0,900000.0,0
100811,Cash loans,M,N,N,0,180000.0,1649646.0,0
100812,Cash loans,F,N,Y,1,270000.0,274779.0,0
100813,Cash loans,F,N,N,0,135000.0,635962.5,0
100814,Cash loans,F,N,Y,0,126000.0,942300.0,0
100815,Cash loans,M,Y,Y,0,112500.0,225000.0,0
100816,Cash loans,F,N,Y,0,157500.0,88884.0,1
100817,Cash loans,F,N,N,0,67500.0,364032.0,0
100818,Cash loans,M,N,Y,0,225000.0,900000.0,0
100819,Cash loans,F,N,N,0,279000.0,1520253.0,0
100820,Cash loans,M,N,Y,1,157500.0,808650.0,0
100821,Cash loans,F,N,N,0,180000.0,1468719.0,0
100822,Cash loans,M,N,Y,1,225000.0,616923.0,0
100824,Revolving loans,F,N,Y,0,112500.0,270000.0,0
100825,Cash loans,F,N,Y,0,225000.0,500211.0,0
100827,Cash loans,F,N,N,0,117000.0,225000.0,0
100828,Cash loans,F,N,Y,0,153000.0,450000.0,0
100829,Cash loans,F,N,N,0,90000.0,253737.0,0
100831,Cash loans,F,Y,Y,2,67500.0,497520.0,0
100832,Cash loans,F,N,Y,1,90000.0,131922.0,0
100833,Cash loans,F,N,Y,0,121500.0,723996.0,0
100834,Cash loans,M,N,Y,2,202500.0,485640.0,0
100835,Cash loans,M,Y,Y,0,337500.0,267102.0,0
100837,Revolving loans,F,N,Y,2,45000.0,135000.0,0
100838,Cash loans,F,N,N,0,81000.0,229500.0,0
100839,Cash loans,M,N,N,0,180000.0,824823.0,1
100840,Cash loans,M,Y,Y,0,135000.0,450000.0,1
100841,Cash loans,F,N,N,0,225000.0,835380.0,0
100842,Cash loans,M,Y,Y,1,247500.0,1087474.5,0
100843,Cash loans,F,N,N,0,117000.0,1078200.0,0
100844,Cash loans,M,N,Y,2,180000.0,942300.0,0
100845,Cash loans,M,N,Y,1,67500.0,439074.0,0
100846,Cash loans,F,N,N,0,58500.0,888840.0,0
100847,Cash loans,M,Y,Y,0,112500.0,90000.0,0
100848,Cash loans,M,Y,Y,0,157500.0,531706.5,0
100849,Cash loans,F,N,Y,0,225000.0,755190.0,0
100850,Cash loans,M,N,N,0,342000.0,585000.0,0
100851,Revolving loans,M,Y,Y,0,67500.0,180000.0,0
100852,Cash loans,M,Y,Y,0,157500.0,1190340.0,0
100853,Cash loans,F,N,Y,2,117000.0,276277.5,0
100854,Cash loans,M,N,N,1,202500.0,485640.0,0
100855,Cash loans,M,Y,N,0,270000.0,770292.0,0
100856,Cash loans,F,N,Y,0,112500.0,364896.0,0
100857,Cash loans,F,N,Y,0,49500.0,153504.0,0
100858,Cash loans,M,Y,Y,2,270000.0,1467612.0,0
100859,Cash loans,F,N,Y,0,270000.0,1225224.0,0
100860,Cash loans,M,N,Y,1,180000.0,711747.0,0
100861,Cash loans,M,N,N,0,306000.0,2085120.0,0
100862,Cash loans,M,Y,Y,0,180000.0,957033.0,0
100863,Cash loans,F,N,Y,0,135000.0,253737.0,0
100864,Cash loans,F,N,Y,0,135000.0,573628.5,0
100865,Cash loans,F,Y,Y,2,112500.0,573628.5,0
100866,Cash loans,F,N,Y,0,225000.0,398016.0,0
100867,Cash loans,F,Y,Y,0,180000.0,239850.0,0
100868,Cash loans,F,N,N,0,112500.0,450000.0,0
100869,Cash loans,F,N,N,0,90000.0,242950.5,0
100870,Cash loans,F,N,Y,0,90000.0,203760.0,0
100871,Cash loans,M,N,Y,0,90288.0,405000.0,0
100873,Cash loans,F,N,Y,0,360000.0,1030500.0,0
100874,Cash loans,F,N,Y,0,225000.0,582768.0,0
100875,Cash loans,F,N,Y,1,126000.0,260640.0,0
100876,Cash loans,F,Y,Y,1,139500.0,317178.0,0
100877,Cash loans,F,N,Y,0,90000.0,238896.0,0
100878,Cash loans,F,N,Y,1,247500.0,835380.0,0
100879,Cash loans,F,Y,Y,0,450000.0,1323000.0,1
100880,Cash loans,F,N,N,0,67500.0,143910.0,0
100881,Revolving loans,M,N,N,0,243000.0,180000.0,0
100882,Cash loans,F,N,Y,0,213750.0,765000.0,0
100883,Cash loans,F,Y,N,2,112500.0,117162.0,0
100884,Cash loans,F,N,Y,0,157500.0,327024.0,0
100885,Cash loans,F,N,N,0,157500.0,557770.5,0
100886,Cash loans,F,Y,Y,0,315000.0,697500.0,0
100887,Cash loans,F,N,Y,0,67500.0,157914.0,0
100888,Cash loans,F,Y,N,0,135000.0,900000.0,0
100889,Revolving loans,F,Y,Y,0,450000.0,855000.0,0
100890,Cash loans,F,N,Y,0,157500.0,553806.0,0
100891,Cash loans,F,N,N,0,67500.0,203760.0,0
100892,Cash loans,M,N,Y,0,315000.0,312682.5,0
100893,Cash loans,F,N,Y,0,90000.0,701730.0,0
100894,Cash loans,F,N,N,2,214650.0,1442952.0,0
100895,Cash loans,F,N,N,0,135000.0,675000.0,0
100896,Cash loans,F,N,N,0,112500.0,1006920.0,1
100897,Cash loans,M,N,Y,0,135000.0,550980.0,0
100898,Cash loans,F,N,Y,0,112500.0,497520.0,0
100899,Cash loans,F,N,N,1,67500.0,225000.0,0
100900,Cash loans,F,N,Y,0,67500.0,103855.5,0
100901,Cash loans,F,N,Y,1,81000.0,76500.0,0
100902,Cash loans,F,N,Y,0,117000.0,770292.0,1
100903,Cash loans,F,N,Y,1,135000.0,574785.0,0
100904,Cash loans,F,N,Y,1,45000.0,348264.0,0
100905,Revolving loans,F,N,Y,0,252000.0,180000.0,0
100906,Cash loans,F,N,N,0,337500.0,814041.0,0
100907,Cash loans,F,Y,N,2,81000.0,490536.0,0
100908,Cash loans,F,N,Y,0,225000.0,781920.0,0
100909,Cash loans,F,N,Y,0,135000.0,229500.0,0
100911,Revolving loans,M,N,N,0,360000.0,270000.0,0
100912,Cash loans,M,N,Y,2,225000.0,254700.0,0
100914,Cash loans,M,Y,Y,0,337500.0,900000.0,0
100915,Cash loans,F,N,Y,1,63000.0,284400.0,0
100916,Cash loans,F,N,Y,1,180000.0,403330.5,0
100917,Cash loans,F,N,Y,0,108000.0,760225.5,0
100919,Cash loans,F,N,N,0,48600.0,229500.0,0
100920,Cash loans,M,Y,Y,3,112500.0,832500.0,0
100921,Cash loans,F,N,N,0,112500.0,675000.0,0
100922,Cash loans,F,N,Y,0,90000.0,238500.0,0
100923,Cash loans,F,Y,Y,2,270000.0,284256.0,0
100924,Cash loans,M,N,Y,0,202500.0,1317357.0,0
100925,Cash loans,F,N,N,0,99000.0,1288350.0,0
100926,Cash loans,F,N,N,0,90000.0,364896.0,0
100927,Cash loans,F,N,Y,0,135000.0,1350000.0,0
100928,Cash loans,M,Y,Y,1,112500.0,95940.0,0
100929,Cash loans,F,N,Y,0,81000.0,517500.0,0
100930,Cash loans,F,N,Y,2,135000.0,607050.0,0
100932,Cash loans,F,N,Y,0,202500.0,675000.0,0
100933,Cash loans,F,Y,Y,0,112500.0,162000.0,0
100934,Revolving loans,F,N,Y,1,135000.0,180000.0,0
100935,Cash loans,M,Y,Y,0,225000.0,644427.0,0
100936,Cash loans,F,N,Y,0,76500.0,390960.0,1
100937,Cash loans,M,Y,Y,0,270000.0,450000.0,0
100938,Cash loans,M,Y,N,0,112500.0,178213.5,0
100939,Cash loans,F,N,N,0,67500.0,673875.0,0
100940,Cash loans,F,Y,N,0,54000.0,101880.0,0
100941,Cash loans,F,N,Y,0,180000.0,508495.5,0
100942,Cash loans,F,N,Y,0,261000.0,503676.0,0
100943,Cash loans,F,N,N,0,135000.0,189621.0,0
100944,Cash loans,M,N,N,1,189000.0,1054935.0,0
100945,Cash loans,F,N,Y,0,202500.0,1210500.0,1
100946,Cash loans,M,N,N,0,112500.0,808650.0,0
100947,Cash loans,M,Y,Y,0,153000.0,380533.5,0
100948,Cash loans,M,Y,Y,0,112500.0,337500.0,0
100949,Cash loans,F,N,Y,1,315000.0,657886.5,0
100950,Cash loans,F,N,N,0,157500.0,225000.0,0
100951,Cash loans,M,N,Y,0,112500.0,224136.0,0
100954,Revolving loans,F,N,Y,0,382500.0,585000.0,0
100955,Cash loans,F,N,Y,0,112500.0,101880.0,0
100956,Cash loans,F,N,Y,0,157500.0,587623.5,0
100957,Cash loans,F,Y,Y,0,315000.0,927571.5,0
100958,Cash loans,F,Y,Y,1,135000.0,533668.5,0
100959,Cash loans,F,Y,Y,2,90000.0,225000.0,0
100960,Cash loans,F,N,Y,0,135000.0,343800.0,0
100961,Cash loans,M,N,Y,0,81000.0,360000.0,0
100962,Cash loans,F,Y,N,1,135000.0,787131.0,0
100963,Cash loans,F,N,Y,0,112500.0,1002456.0,1
100964,Cash loans,F,N,Y,0,112500.0,327024.0,0
100966,Cash loans,F,N,Y,1,63000.0,47970.0,0
100967,Cash loans,M,Y,Y,0,283500.0,1149210.0,0
100968,Cash loans,F,Y,Y,1,90000.0,1035832.5,0
100969,Cash loans,F,N,Y,0,216000.0,485640.0,0
100971,Cash loans,F,Y,N,1,180000.0,948582.0,1
100972,Cash loans,F,N,Y,0,202500.0,1264428.0,0
100973,Cash loans,F,N,Y,0,202500.0,970380.0,0
100974,Cash loans,F,N,N,0,135000.0,219042.0,0
100975,Revolving loans,F,Y,Y,1,157500.0,225000.0,0
100976,Cash loans,F,Y,Y,0,126000.0,1008117.0,0
100977,Cash loans,F,Y,Y,0,90000.0,900000.0,0
100978,Cash loans,F,Y,N,0,67500.0,508495.5,0
100979,Revolving loans,F,N,Y,0,157500.0,450000.0,0
100980,Cash loans,F,N,Y,1,81000.0,81000.0,0
100981,Cash loans,F,N,N,0,67500.0,312768.0,0
100985,Cash loans,M,Y,Y,1,225000.0,1574532.0,0
100986,Cash loans,M,Y,Y,0,180000.0,640080.0,0
100988,Cash loans,M,Y,Y,0,180000.0,1350000.0,0
100989,Cash loans,F,Y,Y,1,112500.0,143910.0,0
100990,Cash loans,M,N,Y,2,157500.0,862560.0,0
100991,Cash loans,M,N,Y,1,117000.0,474048.0,0
100992,Cash loans,M,N,N,2,135000.0,203760.0,1
100993,Cash loans,F,N,Y,1,67500.0,765000.0,0
100994,Cash loans,F,N,N,0,112500.0,888840.0,0
100995,Cash loans,F,Y,N,2,157500.0,450000.0,0
100996,Cash loans,F,N,N,1,94500.0,675000.0,1
100999,Cash loans,M,Y,N,0,450000.0,2125953.0,0
101000,Cash loans,M,N,Y,1,157500.0,592560.0,0
101001,Cash loans,F,N,N,2,157500.0,1024740.0,0
101003,Cash loans,M,Y,Y,0,247500.0,407745.0,0
101004,Cash loans,F,Y,Y,1,112500.0,1215000.0,0
101006,Revolving loans,F,N,N,0,180000.0,540000.0,0
101007,Cash loans,F,Y,N,0,202500.0,728460.0,0
101009,Cash loans,F,N,Y,0,90000.0,239850.0,0
101010,Cash loans,F,N,N,0,67500.0,381528.0,0
101011,Cash loans,F,N,Y,0,112500.0,900000.0,0
101012,Cash loans,F,N,N,0,112500.0,755190.0,0
101013,Cash loans,M,Y,Y,1,202500.0,518562.0,0
101014,Cash loans,F,Y,N,0,225000.0,1002870.0,0
101015,Cash loans,F,N,Y,1,121500.0,755190.0,0
101016,Cash loans,M,Y,Y,0,315000.0,1546020.0,0
101017,Revolving loans,F,Y,Y,0,135000.0,135000.0,0
101018,Cash loans,M,Y,Y,0,238500.0,834048.0,0
101019,Cash loans,F,N,Y,0,382500.0,720000.0,0
101022,Cash loans,F,N,Y,0,112500.0,675000.0,0
101023,Cash loans,M,Y,Y,0,180000.0,640080.0,0
101027,Cash loans,M,Y,Y,0,135000.0,545040.0,0
101028,Cash loans,F,N,Y,1,112500.0,886500.0,0
101029,Revolving loans,M,Y,Y,0,315000.0,675000.0,0
101030,Cash loans,F,Y,Y,0,67500.0,900000.0,0
101032,Cash loans,F,N,Y,0,195750.0,704844.0,0
101033,Cash loans,F,N,Y,0,99000.0,942300.0,0
101034,Cash loans,F,Y,Y,1,112500.0,664299.0,0
101035,Cash loans,F,N,N,0,67500.0,90000.0,0
101036,Cash loans,M,N,Y,0,225000.0,474048.0,0
101037,Cash loans,F,N,N,0,247500.0,747000.0,0
101038,Cash loans,M,Y,Y,0,180000.0,675000.0,0
101039,Cash loans,F,Y,Y,0,315000.0,1024740.0,0
101040,Cash loans,M,Y,Y,1,157500.0,635962.5,0
101042,Cash loans,F,N,Y,1,81000.0,521280.0,1
101043,Cash loans,F,N,Y,0,94500.0,74182.5,0
101044,Cash loans,F,N,Y,1,157500.0,1097676.0,0
101045,Revolving loans,F,Y,N,0,67500.0,180000.0,0
101046,Revolving loans,F,N,Y,0,112500.0,337500.0,0
101047,Cash loans,F,Y,Y,0,94500.0,284400.0,0
101048,Cash loans,M,Y,N,0,202500.0,1029681.0,0
101049,Cash loans,M,Y,Y,0,99000.0,104256.0,0
101050,Cash loans,F,N,Y,0,157500.0,1185282.0,0
101052,Revolving loans,F,N,Y,0,135000.0,180000.0,0
101053,Cash loans,F,N,N,0,135000.0,254700.0,0
101054,Cash loans,F,N,Y,0,112500.0,454500.0,0
101058,Cash loans,F,N,N,2,90000.0,900000.0,0
101059,Cash loans,M,Y,Y,0,225000.0,454500.0,0
101060,Cash loans,M,N,N,0,270000.0,1546020.0,0
101061,Cash loans,F,N,Y,0,162000.0,284400.0,0
101062,Cash loans,F,Y,Y,1,135000.0,206271.0,0
101063,Cash loans,M,Y,N,2,202500.0,755190.0,1
101065,Cash loans,M,Y,N,0,121500.0,370629.0,0
101066,Cash loans,F,N,N,1,112500.0,405000.0,0
101067,Cash loans,F,Y,Y,0,225000.0,450000.0,0
101068,Cash loans,F,Y,Y,2,67500.0,900000.0,0
101069,Cash loans,M,Y,Y,0,225000.0,679500.0,0
101070,Cash loans,M,Y,Y,0,157500.0,1125000.0,0
101071,Cash loans,M,Y,Y,0,135000.0,414792.0,0
101072,Cash loans,F,N,Y,0,180000.0,945000.0,0
101073,Cash loans,F,Y,N,0,540000.0,485640.0,1
101074,Cash loans,M,Y,Y,0,173250.0,765261.0,0
101075,Cash loans,F,N,Y,0,121500.0,533668.5,0
101076,Cash loans,F,N,Y,0,126000.0,324216.0,1
101077,Cash loans,M,Y,Y,0,202500.0,720000.0,0
101078,Cash loans,F,N,N,1,90000.0,225000.0,0
101080,Cash loans,F,N,N,0,90000.0,207396.0,0
101081,Cash loans,M,N,Y,0,117000.0,1061599.5,0
101082,Cash loans,F,N,Y,1,270000.0,545040.0,0
101083,Cash loans,F,N,N,0,117000.0,450000.0,0
101084,Cash loans,M,Y,Y,1,157500.0,531706.5,0
101085,Cash loans,F,Y,Y,0,182250.0,900000.0,0
101086,Cash loans,M,Y,N,0,135000.0,225000.0,0
101088,Cash loans,F,N,N,0,166500.0,225000.0,0
101089,Cash loans,F,N,N,0,157500.0,562500.0,0
101091,Cash loans,M,N,N,0,157500.0,1024740.0,0
101093,Cash loans,F,N,Y,0,166500.0,152820.0,1
101094,Cash loans,F,N,Y,0,112500.0,819432.0,0
101095,Cash loans,F,N,N,0,67500.0,450000.0,0
101096,Cash loans,M,N,Y,0,112500.0,550980.0,1
101098,Cash loans,F,Y,N,1,180000.0,1096020.0,0
101100,Cash loans,F,N,N,0,135000.0,315000.0,0
101101,Revolving loans,M,N,Y,0,247500.0,270000.0,0
101102,Cash loans,F,N,Y,2,90000.0,500211.0,0
101103,Cash loans,F,N,N,0,193500.0,715095.0,0
101104,Cash loans,F,N,Y,0,124200.0,538704.0,0
101105,Cash loans,F,N,Y,0,112500.0,157500.0,0
101106,Cash loans,M,N,Y,0,157500.0,824242.5,0
101108,Cash loans,M,N,Y,0,180000.0,450000.0,0
101109,Cash loans,M,Y,N,0,135000.0,781920.0,0
101110,Cash loans,F,Y,N,2,135000.0,755190.0,0
101111,Cash loans,F,Y,Y,0,225000.0,854896.5,0
101112,Cash loans,F,N,Y,0,202500.0,247500.0,0
101113,Cash loans,F,N,Y,0,400500.0,1125000.0,0
101114,Cash loans,F,Y,Y,0,360000.0,754740.0,0
101115,Cash loans,M,Y,Y,1,202500.0,266652.0,0
101116,Cash loans,F,Y,Y,0,135000.0,352044.0,0
101117,Cash loans,F,N,N,0,144000.0,585000.0,0
101119,Cash loans,M,Y,Y,1,202500.0,350581.5,0
101120,Revolving loans,M,N,Y,0,225000.0,270000.0,0
101121,Cash loans,M,N,Y,2,180000.0,436032.0,1
101122,Cash loans,F,N,N,1,90000.0,640458.0,0
101123,Cash loans,F,Y,Y,0,54000.0,188685.0,0
101124,Cash loans,F,N,N,0,103500.0,848745.0,0
101127,Cash loans,M,Y,N,0,211500.0,835380.0,1
101129,Cash loans,F,Y,Y,0,207000.0,1006920.0,0
101130,Cash loans,F,Y,Y,0,67500.0,203760.0,0
101131,Cash loans,M,N,Y,0,112500.0,350676.0,0
101132,Revolving loans,F,N,Y,1,157500.0,135000.0,0
101133,Cash loans,F,N,Y,0,90000.0,284400.0,0
101134,Cash loans,F,Y,N,0,135000.0,450000.0,0
101135,Cash loans,F,Y,Y,1,135000.0,299772.0,0
101137,Cash loans,M,N,Y,0,123300.0,497520.0,0
101138,Cash loans,F,N,Y,0,202500.0,640080.0,0
101139,Cash loans,F,Y,Y,1,112500.0,679500.0,0
101141,Cash loans,F,N,N,2,139500.0,135000.0,0
101142,Cash loans,F,N,Y,2,135000.0,312768.0,1
101143,Cash loans,F,N,Y,1,112500.0,1006920.0,0
101144,Cash loans,F,N,N,0,90000.0,263686.5,0
101145,Cash loans,M,Y,N,2,315000.0,840951.0,0
101146,Cash loans,M,N,Y,0,38700.0,143910.0,0
101147,Cash loans,M,N,Y,2,315000.0,1165500.0,1
101148,Cash loans,F,Y,N,1,135000.0,490536.0,0
101150,Cash loans,M,Y,Y,0,112500.0,835380.0,0
101151,Cash loans,F,N,N,0,90000.0,760225.5,0
101152,Cash loans,F,N,N,0,112500.0,495985.5,0
101153,Cash loans,F,N,Y,0,225000.0,1113840.0,0
101154,Cash loans,F,Y,Y,0,144000.0,517536.0,0
101155,Cash loans,M,N,Y,0,315000.0,1288350.0,0
101156,Cash loans,M,Y,Y,2,180000.0,679500.0,0
